"file","line","type","where","condition","code"
"lib/admin-verification.js","49","LogicalExpression","mountVerification > summary","NOT (safety) AND (worker&&profile.visible&&platform.ok)","worker&&profile.visible&&platform.ok"
"lib/admin-verification.js","49","LogicalExpression","mountVerification > summary","NOT (safety) AND (worker&&profile.visible&&platform.ok)","worker&&profile.visible"
"lib/admin-verification.js","49","ConditionalExpression","mountVerification > summary","NOT (safety) AND NOT (worker&&profile.visible&&platform.ok)","ready?'ready':pending.length||planReview||tasks.some(t=>t.yours===false&&t.key!=='activation')?'review':'waiting'"
"lib/admin-verification.js","49","ConditionalExpression","mountVerification > summary","NOT (safety) AND NOT (worker&&profile.visible&&platform.ok) AND NOT (ready)","pending.length||planReview||tasks.some(t=>t.yours===false&&t.key!=='activation')?'review':'waiting'"
"lib/admin-verification.js","49","LogicalExpression","mountVerification > summary","NOT (safety) AND NOT (worker&&profile.visible&&platform.ok) AND NOT (ready) AND (pending.length||planReview||tasks.some(t=>t.yours===false&&t.key!=='activation'))","pending.length||planReview||tasks.some(t=>t.yours===false&&t.key!=='activation')"
"lib/admin-verification.js","49","LogicalExpression","mountVerification > summary","NOT (safety) AND NOT (worker&&profile.visible&&platform.ok) AND NOT (ready) AND (pending.length||planReview||tasks.some(t=>t.yours===false&&t.key!=='activation'))","pending.length||planReview"
"lib/admin-verification.js","49","LogicalExpression","mountVerification > summary > callback","NOT (safety) AND NOT (worker&&profile.visible&&platform.ok) AND NOT (ready) AND (pending.length||planReview||tasks.some(t=>t.yours===false&&t.key!=='activation'))","t.yours===false&&t.key!=='activation'"
"lib/admin-verification.js","51","IfStatement","mountVerification > summary","","if(!safety&&(pending.length||planReview))state='review';"
"lib/admin-verification.js","51","LogicalExpression","mountVerification > summary","(!safety&&(pending.length||planReview))","!safety&&(pending.length||planReview)"
"lib/admin-verification.js","51","LogicalExpression","mountVerification > summary","(!safety&&(pending.length||planReview))","pending.length||planReview"
"lib/admin-verification.js","53","IfStatement","mountVerification > summary","","if(followupReview&&!safety)state='review';"
"lib/admin-verification.js","53","LogicalExpression","mountVerification > summary","(followupReview&&!safety)","followupReview&&!safety"
"lib/admin-verification.js","54","ConditionalExpression","mountVerification > summary","","worker?'Ready to activate':'Ready to book'"
"lib/admin-verification.js","56","ConditionalExpression","mountVerification > summary","","first?`Review ${first.type_label}`:planReview?'Review the confirmed support plan':safety?'Review the safety restriction':followupReview?'Follow up on the outstanding checklist':worker&&ready&&!profile.visible?'Make the activation decision':tasks.find(t=>t.yours===false&&t.key!=='activation')?.label||tasks.find(t=>t.key!=='activation')?.label||labels[state]"
"lib/admin-verification.js","56","ConditionalExpression","mountVerification > summary","NOT (first)","planReview?'Review the confirmed support plan':safety?'Review the safety restriction':followupReview?'Follow up on the outstanding checklist':worker&&ready&&!profile.visible?'Make the activation decision':tasks.find(t=>t.yours===false&&t.key!=='activation')?.label||tasks.find(t=>t.key!=='activation')?.label||labels[state]"
"lib/admin-verification.js","56","ConditionalExpression","mountVerification > summary","NOT (first) AND NOT (planReview)","safety?'Review the safety restriction':followupReview?'Follow up on the outstanding checklist':worker&&ready&&!profile.visible?'Make the activation decision':tasks.find(t=>t.yours===false&&t.key!=='activation')?.label||tasks.find(t=>t.key!=='activation')?.label||labels[state]"
"lib/admin-verification.js","56","ConditionalExpression","mountVerification > summary","NOT (first) AND NOT (planReview) AND NOT (safety)","followupReview?'Follow up on the outstanding checklist':worker&&ready&&!profile.visible?'Make the activation decision':tasks.find(t=>t.yours===false&&t.key!=='activation')?.label||tasks.find(t=>t.key!=='activation')?.label||labels[state]"
"lib/admin-verification.js","56","ConditionalExpression","mountVerification > summary","NOT (first) AND NOT (planReview) AND NOT (safety) AND NOT (followupReview)","worker&&ready&&!profile.visible?'Make the activation decision':tasks.find(t=>t.yours===false&&t.key!=='activation')?.label||tasks.find(t=>t.key!=='activation')?.label||labels[state]"
"lib/admin-verification.js","56","LogicalExpression","mountVerification > summary","NOT (first) AND NOT (planReview) AND NOT (safety) AND NOT (followupReview) AND (worker&&ready&&!profile.visible)","worker&&ready&&!profile.visible"
"lib/admin-verification.js","56","LogicalExpression","mountVerification > summary","NOT (first) AND NOT (planReview) AND NOT (safety) AND NOT (followupReview) AND (worker&&ready&&!profile.visible)","worker&&ready"
"lib/admin-verification.js","56","LogicalExpression","mountVerification > summary","NOT (first) AND NOT (planReview) AND NOT (safety) AND NOT (followupReview) AND NOT (worker&&ready&&!profile.visible)","tasks.find(t=>t.yours===false&&t.key!=='activation')?.label||tasks.find(t=>t.key!=='activation')?.label||labels[state]"
"lib/admin-verification.js","56","LogicalExpression","mountVerification > summary","NOT (first) AND NOT (planReview) AND NOT (safety) AND NOT (followupReview) AND NOT (worker&&ready&&!profile.visible)","tasks.find(t=>t.yours===false&&t.key!=='activation')?.label||tasks.find(t=>t.key!=='activation')?.label"
"lib/admin-verification.js","56","LogicalExpression","mountVerification > summary > callback","NOT (first) AND NOT (planReview) AND NOT (safety) AND NOT (followupReview) AND NOT (worker&&ready&&!profile.visible)","t.yours===false&&t.key!=='activation'"
"lib/admin-verification.js","57","LogicalExpression","mountVerification > summary","","pending.map(d=>d.uploaded_at||d.created_at||d.doc_date).filter(Boolean).sort()[0]||null"
"lib/admin-verification.js","57","LogicalExpression","mountVerification > summary > callback","","d.uploaded_at||d.created_at||d.doc_date"
"lib/admin-verification.js","57","LogicalExpression","mountVerification > summary > callback","","d.uploaded_at||d.created_at"
"lib/admin-verification.js","58","ReturnStatement","mountVerification > summary","","return {id:p.id,name:p.name,role:p.role,email:p.email,suburb:p.suburb,email_confirmed:!!p.verified,demo:c.isDemoWorker(p.email),state,state_label:labels[state],ready,next,pending_count:pending.length,document_count:docs.length,received_at:received,case:file,tasks,platform,profile,missing,plan,planState,documents:docs,plan_review:planReview};"
"lib/admin-verification.js","62","ReturnStatement","mountVerification > detail","","return {...s,person:p,review_token:token(p),staff:staff(),automation:{candidates:items,followups:automation.followups(p,items)},plan_changes:automation.planChanges(p),assistance:automation.assistance(p),methods:worker?methods:c.pdocMethods, catalog:worker?Object.values(c.docMap):Object.values(c.pdocMap), requests:c.openRequests(p.role,p.id),training:worker?c.moduleState(p.id):null, training_certificates:worker?evidenceRows(p).filter(d=>d.evidence_origin==='platform-module'):[], recruitment:worker?db.prepare('SELECT * FROM recruitment_checks WHERE worker_id=? ORDER BY check_key').all(p.id):[], screening:worker?db.prepare('SELECT screening_outcome,screening_eligible,screening_expiry,screening_ref,screening_state,screening_app_number,nwsd_linked_at FROM worker_profiles WHERE user_id=?').get(p.id):null, participant_file:worker?null:c.participantFile(p.id), plan:!worker&&s.plan?{id:s.plan.id,version:s.plan.version,confirmed_at:s.plan.confirmed_at,reviewed_at:s.plan.reviewed_at,reviewed_by:s.plan.reviewed_by,url:`/api/admin/participants/${p.id}/plan`}:null, history:db.prepare('SELECT actor_name,action,subject,created_at FROM verification_activity WHERE user_id=? ORDER BY id DESC LIMIT 80').all(p.id)};"
"lib/admin-verification.js","62","ConditionalExpression","mountVerification > detail","","worker?methods:c.pdocMethods"
"lib/admin-verification.js","63","ConditionalExpression","mountVerification > detail","","worker?Object.values(c.docMap):Object.values(c.pdocMap)"
"lib/admin-verification.js","64","ConditionalExpression","mountVerification > detail","","worker?c.moduleState(p.id):null"
"lib/admin-verification.js","65","ConditionalExpression","mountVerification > detail","","worker?evidenceRows(p).filter(d=>d.evidence_origin==='platform-module'):[]"
"lib/admin-verification.js","66","ConditionalExpression","mountVerification > detail","","worker?db.prepare('SELECT * FROM recruitment_checks WHERE worker_id=? ORDER BY check_key').all(p.id):[]"
"lib/admin-verification.js","67","ConditionalExpression","mountVerification > detail","","worker?db.prepare('SELECT screening_outcome,screening_eligible,screening_expiry,screening_ref,screening_state,screening_app_number,nwsd_linked_at FROM worker_profiles WHERE user_id=?').get(p.id):null"
"lib/admin-verification.js","68","ConditionalExpression","mountVerification > detail","","worker?null:c.participantFile(p.id)"
"lib/admin-verification.js","69","ConditionalExpression","mountVerification > detail","","!worker&&s.plan?{id:s.plan.id,version:s.plan.version,confirmed_at:s.plan.confirmed_at,reviewed_at:s.plan.reviewed_at,reviewed_by:s.plan.reviewed_by,url:`/api/admin/participants/${p.id}/plan`}:null"
"lib/admin-verification.js","69","LogicalExpression","mountVerification > detail","(!worker&&s.plan)","!worker&&s.plan"
"lib/admin-verification.js","77","IfStatement","'GET' /^\/api\/document-viewer$/","","if(!u)return fail(res,'Please log in.',401);"
"lib/admin-verification.js","77","ReturnStatement","'GET' /^\/api\/document-viewer$/","(!u)","return fail(res,'Please log in.',401);"
"lib/admin-verification.js","79","IfStatement","'GET' /^\/api\/document-viewer$/","","if(!['worker','participant','plan'].includes(q.get('scope'))||!/^\d+$/.test(id||'')||!Number.isSafeInteger(Number(id))||Number(id)<1)return fail(res,'Choose a worker or participant document.');"
"lib/admin-verification.js","79","LogicalExpression","'GET' /^\/api\/document-viewer$/","(!['worker','participant','plan'].includes(q.get('scope'))||!/^\d+$/.test(id||'')||!Number.isSafeInteger(Number(id))||Number(id)<1)","!['worker','participant','plan'].includes(q.get('scope'))||!/^\d+$/.test(id||'')||!Number.isSafeInteger(Number(id))||Number(id)<1"
"lib/admin-verification.js","79","LogicalExpression","'GET' /^\/api\/document-viewer$/","(!['worker','participant','plan'].includes(q.get('scope'))||!/^\d+$/.test(id||'')||!Number.isSafeInteger(Number(id))||Number(id)<1)","!['worker','participant','plan'].includes(q.get('scope'))||!/^\d+$/.test(id||'')||!Number.isSafeInteger(Number(id))"
"lib/admin-verification.js","79","LogicalExpression","'GET' /^\/api\/document-viewer$/","(!['worker','participant','plan'].includes(q.get('scope'))||!/^\d+$/.test(id||'')||!Number.isSafeInteger(Number(id))||Number(id)<1)","!['worker','participant','plan'].includes(q.get('scope'))||!/^\d+$/.test(id||'')"
"lib/admin-verification.js","79","LogicalExpression","'GET' /^\/api\/document-viewer$/","(!['worker','participant','plan'].includes(q.get('scope'))||!/^\d+$/.test(id||'')||!Number.isSafeInteger(Number(id))||Number(id)<1)","id||''"
"lib/admin-verification.js","79","ReturnStatement","'GET' /^\/api\/document-viewer$/","(!['worker','participant','plan'].includes(q.get('scope'))||!/^\d+$/.test(id||'')||!Number.isSafeInteger(Number(id))||Number(id)<1)","return fail(res,'Choose a worker or participant document.');"
"lib/admin-verification.js","80","IfStatement","'GET' /^\/api\/document-viewer$/","","if(q.get('scope')==='plan'&&!authorize(u,res))return;"
"lib/admin-verification.js","80","LogicalExpression","'GET' /^\/api\/document-viewer$/","(q.get('scope')==='plan'&&!authorize(u,res))","q.get('scope')==='plan'&&!authorize(u,res)"
"lib/admin-verification.js","80","ReturnStatement","'GET' /^\/api\/document-viewer$/","(q.get('scope')==='plan'&&!authorize(u,res))","return;"
"lib/admin-verification.js","84","IfStatement","'GET' /^\/api\/admin\/verification\/settings$/","","if(!authorize(u,res))return;"
"lib/admin-verification.js","84","ReturnStatement","'GET' /^\/api\/admin\/verification\/settings$/","(!authorize(u,res))","return;"
"lib/admin-verification.js","85","IfStatement","'POST' /^\/api\/admin\/verification\/settings$/","","if(!authorize(u,res))return;"
"lib/admin-verification.js","85","ReturnStatement","'POST' /^\/api\/admin\/verification\/settings$/","(!authorize(u,res))","return;"
"lib/admin-verification.js","85","LogicalExpression","'POST' /^\/api\/admin\/verification\/settings$/","","b||{}"
"lib/admin-verification.js","85","IfStatement","'POST' /^\/api\/admin\/verification\/settings$/","","if(!e.status)throw e;"
"lib/admin-verification.js","85","ThrowStatement","'POST' /^\/api\/admin\/verification\/settings$/","(!e.status)","throw e;"
"lib/admin-verification.js","86","IfStatement","'POST' /^\/api\/admin\/verification\/run$/","","if(!authorize(u,res))return;"
"lib/admin-verification.js","86","ReturnStatement","'POST' /^\/api\/admin\/verification\/run$/","(!authorize(u,res))","return;"
"lib/admin-verification.js","88","IfStatement","'GET' /^\/api\/admin\/verification$/","","if(!authorize(u,res))return;"
"lib/admin-verification.js","88","ReturnStatement","'GET' /^\/api\/admin\/verification$/","(!authorize(u,res))","return;"
"lib/admin-verification.js","89","IfStatement","'GET' /^\/api\/admin\/verification$/","","if(!e.status)throw e;"
"lib/admin-verification.js","89","ThrowStatement","'GET' /^\/api\/admin\/verification$/","(!e.status)","throw e;"
"lib/admin-verification.js","92","IfStatement","'GET' /^\/api\/admin\/verification\/(\d+)$/","","if(!authorize(u,res))return;"
"lib/admin-verification.js","92","ReturnStatement","'GET' /^\/api\/admin\/verification\/(\d+)$/","(!authorize(u,res))","return;"
"lib/admin-verification.js","92","IfStatement","'GET' /^\/api\/admin\/verification\/(\d+)$/","","if(!p)return fail(res,'This active participant or worker could not be found.',404);"
"lib/admin-verification.js","92","ReturnStatement","'GET' /^\/api\/admin\/verification\/(\d+)$/","(!p)","return fail(res,'This active participant or worker could not be found.',404);"
"lib/admin-verification.js","94","LogicalExpression","mountVerification > activity","","u.name||u.email"
"lib/admin-verification.js","96","IfStatement","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","","if(!authorize(u,res))return;"
"lib/admin-verification.js","96","ReturnStatement","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(!authorize(u,res))","return;"
"lib/admin-verification.js","96","IfStatement","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","","if(!p)return fail(res,'This person is no longer available for review.',404);"
"lib/admin-verification.js","96","ReturnStatement","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(!p)","return fail(res,'This person is no longer available for review.',404);"
"lib/admin-verification.js","97","IfStatement","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","","if(!b||typeof b!=='object'||Array.isArray(b))return fail(res,'Provide a review action and the current file revision.');"
"lib/admin-verification.js","97","LogicalExpression","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(!b||typeof b!=='object'||Array.isArray(b))","!b||typeof b!=='object'||Array.isArray(b)"
"lib/admin-verification.js","97","LogicalExpression","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(!b||typeof b!=='object'||Array.isArray(b))","!b||typeof b!=='object'"
"lib/admin-verification.js","97","ReturnStatement","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(!b||typeof b!=='object'||Array.isArray(b))","return fail(res,'Provide a review action and the current file revision.');"
"lib/admin-verification.js","98","IfStatement","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","","if(typeof b.review_token!=='string'||b.review_token!==token(p))return fail(res,'This file changed after you opened it. Reload the current evidence before recording your decision. Your unsaved form remains on screen.',409);"
"lib/admin-verification.js","98","LogicalExpression","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(typeof b.review_token!=='string'||b.review_token!==token(p))","typeof b.review_token!=='string'||b.review_token!==token(p)"
"lib/admin-verification.js","98","ReturnStatement","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(typeof b.review_token!=='string'||b.review_token!==token(p))","return fail(res,'This file changed after you opened it. Reload the current evidence before recording your decision. Your unsaved form remains on screen.',409);"
"lib/admin-verification.js","99","ConditionalExpression","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","","b.values&&typeof b.values==='object'&&!Array.isArray(b.values)?b.values:{}"
"lib/admin-verification.js","99","LogicalExpression","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(b.values&&typeof b.values==='object'&&!Array.isArray(b.values))","b.values&&typeof b.values==='object'&&!Array.isArray(b.values)"
"lib/admin-verification.js","99","LogicalExpression","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(b.values&&typeof b.values==='object'&&!Array.isArray(b.values))","b.values&&typeof b.values==='object'"
"lib/admin-verification.js","100","IfStatement","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","","if(action==='assign'){ const owner=v.owner_id?staff().find(x=>x.id===Number(v.owner_id)):null; if(v.owner_id&&!owner)return fail(res,'Choose a current office reviewer.');if(v.due_date&&!T.validDate(v.due_date))return fail(res,'Choose a real due date.'); db.prepare('INSERT INTO verification_cases(user_id,owner_id,due_date,note,updated_at,actor_id) VALUES(?,?,?,?,?,?) ON CONFLICT(user_id) DO UPDATE SET owner_id=excluded.owner_id,due_date=excluded.due_date,note=excluded.note,updated_at=excluded.upd"
"lib/admin-verification.js","101","ConditionalExpression","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(action==='assign')","v.owner_id?staff().find(x=>x.id===Number(v.owner_id)):null"
"lib/admin-verification.js","102","IfStatement","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(action==='assign')","if(v.owner_id&&!owner)return fail(res,'Choose a current office reviewer.');"
"lib/admin-verification.js","102","LogicalExpression","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(action==='assign') AND (v.owner_id&&!owner)","v.owner_id&&!owner"
"lib/admin-verification.js","102","ReturnStatement","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(action==='assign') AND (v.owner_id&&!owner)","return fail(res,'Choose a current office reviewer.');"
"lib/admin-verification.js","102","IfStatement","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(action==='assign')","if(v.due_date&&!T.validDate(v.due_date))return fail(res,'Choose a real due date.');"
"lib/admin-verification.js","102","LogicalExpression","'POST' /^\/api\/admin\/verification\/(\d+)\/action$/","(action==='assign') AND (v.due_date&&!T.validDate(v.due_date))","v.due_date&&!T.validDate(v.due_date)"
